,state_id,Title,Total,Partial vaccinated,Fully Vaccinated,Date
2928,6,Chandigarh,324892,250185,74707,2021-05-26 18:05:42
2929,7,Chhattisgarh,6207552,5110785,1096767,2021-05-26 18:05:42
2930,8,Dadra and Nagar Haveli,79616,67699,11917,2021-05-26 18:05:42
2931,9,Delhi,5227642,4047234,1180408,2021-05-26 18:05:42
2932,10,Goa,503102,408310,94792,2021-05-26 18:05:42
2933,11,Gujarat,16089605,12097201,3992404,2021-05-26 18:05:42
2934,12,Haryana,5611915,4646723,965192,2021-05-26 18:05:42
2935,13,Himachal Pradesh,2383944,1950539,433405,2021-05-26 18:05:42
2936,14,Jammu and Kashmir,3094819,2554228,540591,2021-05-26 18:05:42
2937,15,Jharkhand,4037120,3350619,686501,2021-05-26 18:05:42
2938,16,Karnataka,12592237,9939949,2652288,2021-05-26 18:05:42
2939,17,Kerala,8789986,6769141,2020845,2021-05-26 18:05:42
2940,18,Ladakh,138455,101189,37266,2021-05-26 18:05:42
2941,19,Lakshadweep,31381,24446,6935,2021-05-26 18:05:42
2942,20,Madhya Pradesh,10178607,8415029,1763578,2021-05-26 18:05:42
2943,21,Maharashtra,21357019,16923334,4433685,2021-05-26 18:05:42
2944,22,Manipur,435973,365796,70177,2021-05-26 18:05:42
2945,23,Meghalaya,449715,375505,74210,2021-05-26 18:05:42
2946,24,Mizoram,307169,256108,51061,2021-05-26 18:05:42
2947,25,Nagaland,260726,208841,51885,2021-05-26 18:05:42
2948,26,Odisha,7376805,5927554,1449251,2021-05-26 18:05:42
2949,27,Puducherry,254227,203231,50996,2021-05-26 18:05:42
2950,28,Punjab,4481306,3732646,748660,2021-05-26 18:05:42
2951,29,Rajasthan,16367039,13307749,3059290,2021-05-26 18:05:42
2952,30,Sikkim,237959,178318,59641,2021-05-26 18:05:42
2953,31,Tamil Nadu,7911989,5937641,1974348,2021-05-26 18:05:42
2954,32,Telangana,5653875,4477986,1175889,2021-05-26 18:05:42
2955,33,Tripura,1568299,1060987,507312,2021-05-26 18:05:42
2956,34,Uttar Pradesh,17077318,13683978,3393340,2021-05-26 18:05:42
2957,35,Uttarakhand,2838290,2156373,681917,2021-05-26 18:05:42
2958,36,West Bengal,13555397,9718255,3837142,2021-05-26 18:05:42
2959,37,Daman and Diu,89115,75106,14009,2021-05-26 18:05:42
2960,1,Andaman and Nicobar Islands,121709,106548,15161,2021-05-27 18:15:41
2961,2,Andhra Pradesh,9041704,6646329,2395375,2021-05-27 18:15:41
2962,3,Arunachal Pradesh,330440,252251,78189,2021-05-27 18:15:41
2963,4,Assam,3981993,3162795,819198,2021-05-27 18:15:41
2964,5,Bihar,10117956,8358233,1759723,2021-05-27 18:15:41
2965,6,Chandigarh,329825,255083,74742,2021-05-27 18:15:41
2966,7,Chhattisgarh,6211771,5113787,1097984,2021-05-27 18:15:41
2967,8,Dadra and Nagar Haveli,82070,70140,11930,2021-05-27 18:15:41
2968,9,Delhi,5267047,4081179,1185868,2021-05-27 18:15:41
2969,10,Goa,508929,414099,94830,2021-05-27 18:15:41
2970,11,Gujarat,16288663,12268283,4020380,2021-05-27 18:15:41
2971,12,Haryana,5687065,4713611,973454,2021-05-27 18:15:41
2972,13,Himachal Pradesh,2405470,1972050,433420,2021-05-27 18:15:41
2973,14,Jammu and Kashmir,3155084,2613888,541196,2021-05-27 18:15:41
2974,15,Jharkhand,4053662,3365244,688418,2021-05-27 18:15:41
2975,16,Karnataka,12825233,10154382,2670851,2021-05-27 18:15:41
2976,17,Kerala,8904101,6881455,2022646,2021-05-27 18:15:41
2977,18,Ladakh,144322,107045,37277,2021-05-27 18:15:41
2978,19,Lakshadweep,31425,24487,6938,2021-05-27 18:15:41
2979,20,Madhya Pradesh,10408724,8636598,1772126,2021-05-27 18:15:41
2980,21,Maharashtra,21646047,17185260,4460787,2021-05-27 18:15:41
2981,22,Manipur,439064,368847,70217,2021-05-27 18:15:41
2982,23,Meghalaya,455068,380832,74236,2021-05-27 18:15:41
2983,24,Mizoram,308604,257533,51071,2021-05-27 18:15:41
2984,25,Nagaland,261511,209613,51898,2021-05-27 18:15:41
2985,26,Odisha,7479267,6025065,1454202,2021-05-27 18:15:41
2986,27,Puducherry,257055,206019,51036,2021-05-27 18:15:41
2987,28,Punjab,4505316,3752653,752663,2021-05-27 18:15:41
2988,29,Rajasthan,16429435,13364123,3065312,2021-05-27 18:15:41
2989,30,Sikkim,238715,179072,59643,2021-05-27 18:15:41
2990,31,Tamil Nadu,8207581,6228601,1978980,2021-05-27 18:15:41
2991,32,Telangana,5704161,4495509,1208652,2021-05-27 18:15:41
2992,33,Tripura,1571248,1063836,507412,2021-05-27 18:15:41
2993,34,Uttar Pradesh,17358619,13951433,3407186,2021-05-27 18:15:41
2994,35,Uttarakhand,2857400,2175239,682161,2021-05-27 18:15:41
2995,36,West Bengal,13729758,9887171,3842587,2021-05-27 18:15:41
2996,37,Daman and Diu,92448,78434,14014,2021-05-27 18:15:41
2997,1,Andaman and Nicobar Islands,122466,107304,15162,2021-05-28 18:06:20
2998,2,Andhra Pradesh,9489427,7076681,2412746,2021-05-28 18:06:20
2999,3,Arunachal Pradesh,331507,253299,78208,2021-05-28 18:06:20
3000,4,Assam,4027267,3203860,823407,2021-05-28 18:06:20
3001,5,Bihar,10151854,8387279,1764575,2021-05-28 18:06:20
3002,6,Chandigarh,334628,259802,74826,2021-05-28 18:06:20
3003,7,Chhattisgarh,6221318,5121323,1099995,2021-05-28 18:06:20
3004,8,Dadra and Nagar Haveli,84517,72584,11933,2021-05-28 18:06:20
3005,9,Delhi,5298145,4109417,1188728,2021-05-28 18:06:20
3006,10,Goa,514993,420108,94885,2021-05-28 18:06:20
3007,11,Gujarat,16507080,12450671,4056409,2021-05-28 18:06:20
3008,12,Haryana,5750545,4770090,980455,2021-05-28 18:06:20
3009,13,Himachal Pradesh,2419146,1985604,433542,2021-05-28 18:06:20
3010,14,Jammu and Kashmir,3204397,2662545,541852,2021-05-28 18:06:20
3011,15,Jharkhand,4084905,3391607,693298,2021-05-28 18:06:20
3012,16,Karnataka,13092355,10393587,2698768,2021-05-28 18:06:20
3013,17,Kerala,9056319,7031368,2024951,2021-05-28 18:06:20
3014,18,Ladakh,150093,112815,37278,2021-05-28 18:06:20
3015,19,Lakshadweep,31668,24727,6941,2021-05-28 18:06:20
3016,20,Madhya Pradesh,10632301,8854641,1777660,2021-05-28 18:06:20
3017,21,Maharashtra,21922332,17435162,4487170,2021-05-28 18:06:20
3018,22,Manipur,444143,373870,70273,2021-05-28 18:06:20
3019,23,Meghalaya,459870,385589,74281,2021-05-28 18:06:20
3020,24,Mizoram,311404,260319,51085,2021-05-28 18:06:20
3021,25,Nagaland,262233,210313,51920,2021-05-28 18:06:20
3022,26,Odisha,7603679,6139653,1464026,2021-05-28 18:06:20
3023,27,Puducherry,260310,209222,51088,2021-05-28 18:06:20
3024,28,Punjab,4524772,3768228,756544,2021-05-28 18:06:20
3025,29,Rajasthan,16554851,13476249,3078602,2021-05-28 18:06:20
3026,30,Sikkim,238828,179180,59648,2021-05-28 18:06:20
3027,31,Tamil Nadu,8515668,6520216,1995452,2021-05-28 18:06:20
3028,32,Telangana,5807345,4577960,1229385,2021-05-28 18:06:20
3029,33,Tripura,1574604,1067115,507489,2021-05-28 18:06:20
3030,34,Uttar Pradesh,17668213,14243865,3424348,2021-05-28 18:06:20
3031,35,Uttarakhand,2875266,2192644,682622,2021-05-28 18:06:20
3032,36,West Bengal,13993316,10141025,3852291,2021-05-28 18:06:20
3033,37,Daman and Diu,96177,82159,14018,2021-05-28 18:06:20
3034,1,Andaman and Nicobar Islands,123483,108317,15166,2021-05-29 18:05:35
3035,2,Andhra Pradesh,9756270,7274735,2481535,2021-05-29 18:05:35
3036,3,Arunachal Pradesh,332717,254447,78270,2021-05-29 18:05:35
3037,4,Assam,4073879,3246700,827179,2021-05-29 18:05:35
3038,5,Bihar,10204573,8431414,1773159,2021-05-29 18:05:35
3039,6,Chandigarh,339601,264747,74854,2021-05-29 18:05:35
3040,7,Chhattisgarh,6229290,5127168,1102122,2021-05-29 18:05:35
3041,8,Dadra and Nagar Haveli,87418,75480,11938,2021-05-29 18:05:35
3042,9,Delhi,5352466,4148595,1203871,2021-05-29 18:05:35
3043,10,Goa,521480,426519,94961,2021-05-29 18:05:35
3044,11,Gujarat,16724256,12634113,4090143,2021-05-29 18:05:35
3045,12,Haryana,5804788,4816451,988337,2021-05-29 18:05:35
3046,13,Himachal Pradesh,2429862,1996254,433608,2021-05-29 18:05:35
3047,14,Jammu and Kashmir,3242705,2699856,542849,2021-05-29 18:05:35
3048,15,Jharkhand,4124267,3424365,699902,2021-05-29 18:05:35
3049,16,Karnataka,13346630,10625599,2721031,2021-05-29 18:05:35
3050,17,Kerala,9215371,7170607,2044764,2021-05-29 18:05:35
3051,18,Ladakh,154115,116836,37279,2021-05-29 18:05:35
3052,19,Lakshadweep,32136,25192,6944,2021-05-29 18:05:35
3053,20,Madhya Pradesh,10882668,9098436,1784232,2021-05-29 18:05:35
3054,21,Maharashtra,22230988,17709573,4521415,2021-05-29 18:05:35
3055,22,Manipur,451025,380689,70336,2021-05-29 18:05:35
3056,23,Meghalaya,463649,389328,74321,2021-05-29 18:05:35
3057,24,Mizoram,313383,262296,51087,2021-05-29 18:05:35
3058,25,Nagaland,262488,210558,51930,2021-05-29 18:05:35
3059,26,Odisha,7708912,6238288,1470624,2021-05-29 18:05:35
3060,27,Puducherry,263594,212447,51147,2021-05-29 18:05:35
3061,28,Punjab,4568745,3807020,761725,2021-05-29 18:05:35
3062,29,Rajasthan,16759793,13668689,3091104,2021-05-29 18:05:35
3063,30,Sikkim,238891,179238,59653,2021-05-29 18:05:35
3064,31,Tamil Nadu,8794771,6781739,2013032,2021-05-29 18:05:35
3065,32,Telangana,5918092,4672773,1245319,2021-05-29 18:05:35
3066,33,Tripura,1588209,1080636,507573,2021-05-29 18:05:35
3067,34,Uttar Pradesh,17994300,14544503,3449797,2021-05-29 18:05:35
3068,35,Uttarakhand,2891355,2208274,683081,2021-05-29 18:05:35
3069,36,West Bengal,14271067,10407006,3864061,2021-05-29 18:05:35
3070,37,Daman and Diu,99227,85207,14020,2021-05-29 18:05:35
3071,1,Andaman and Nicobar Islands,123725,108559,15166,2021-05-30 18:05:53
3072,2,Andhra Pradesh,9772924,7288465,2484459,2021-05-30 18:05:53
3073,3,Arunachal Pradesh,333067,254795,78272,2021-05-30 18:05:53
3074,4,Assam,4094193,3265432,828761,2021-05-30 18:05:53
3075,5,Bihar,10247415,8467861,1779554,2021-05-30 18:05:53
3076,6,Chandigarh,343466,268609,74857,2021-05-30 18:05:53
3077,7,Chhattisgarh,6233466,5130182,1103284,2021-05-30 18:05:53
3078,8,Dadra and Nagar Haveli,88514,76576,11938,2021-05-30 18:05:53
3079,9,Delhi,5362104,4157813,1204291,2021-05-30 18:05:53
3080,10,Goa,524372,429393,94979,2021-05-30 18:05:53
3081,11,Gujarat,16910245,12795634,4114611,2021-05-30 18:05:53
3082,12,Haryana,5832328,4841864,990464,2021-05-30 18:05:53
3083,13,Himachal Pradesh,2431191,1997579,433612,2021-05-30 18:05:53
3084,14,Jammu and Kashmir,3265442,2722017,543425,2021-05-30 18:05:53
3085,15,Jharkhand,4156776,3452239,704537,2021-05-30 18:05:53
3086,16,Karnataka,13439808,10709480,2730328,2021-05-30 18:05:53
3087,17,Kerala,9241456,7190905,2050551,2021-05-30 18:05:53
3088,18,Ladakh,154135,116856,37279,2021-05-30 18:05:53
3089,19,Lakshadweep,32818,25870,6948,2021-05-30 18:05:53
3090,20,Madhya Pradesh,10899947,9115504,1784443,2021-05-30 18:05:53
3091,21,Maharashtra,22319656,17787436,4532220,2021-05-30 18:05:53
3092,22,Manipur,451219,380882,70337,2021-05-30 18:05:53
3093,23,Meghalaya,464224,389900,74324,2021-05-30 18:05:53
3094,24,Mizoram,313453,262366,51087,2021-05-30 18:05:53
3095,25,Nagaland,262571,210641,51930,2021-05-30 18:05:53
3096,26,Odisha,7727970,6257322,1470648,2021-05-30 18:05:53
3097,27,Puducherry,265768,214593,51175,2021-05-30 18:05:53
3098,28,Punjab,4602591,3837481,765110,2021-05-30 18:05:53
3099,29,Rajasthan,16865658,13767364,3098294,2021-05-30 18:05:53
3100,30,Sikkim,238891,179238,59653,2021-05-30 18:05:53
3101,31,Tamil Nadu,8893998,6875084,2018914,2021-05-30 18:05:53
3102,32,Telangana,5985460,4737360,1248100,2021-05-30 18:05:53
3103,33,Tripura,1602077,1094499,507578,2021-05-30 18:05:53
3104,34,Uttar Pradesh,18010911,14560582,3450329,2021-05-30 18:05:53
3105,35,Uttarakhand,2901614,2218328,683286,2021-05-30 18:05:53
3106,36,West Bengal,14412969,10547015,3865954,2021-05-30 18:05:53
3107,37,Daman and Diu,101301,87280,14021,2021-05-30 18:05:53
3108,1,Andaman and Nicobar Islands,124268,109087,15181,2021-05-31 18:03:42
3109,2,Andhra Pradesh,9868747,7356423,2512324,2021-05-31 18:03:42
3110,3,Arunachal Pradesh,334007,255678,78329,2021-05-31 18:03:42
3111,4,Assam,4137653,3304493,833160,2021-05-31 18:03:42
3112,5,Bihar,10307600,8516097,1791503,2021-05-31 18:03:42
3113,6,Chandigarh,349507,274606,74901,2021-05-31 18:03:42
3114,7,Chhattisgarh,6240528,5134658,1105870,2021-05-31 18:03:42
3115,8,Dadra and Nagar Haveli,90938,78997,11941,2021-05-31 18:03:42
3116,9,Delhi,5419341,4194986,1224355,2021-05-31 18:03:42
3117,10,Goa,528955,433855,95100,2021-05-31 18:03:42
3118,11,Gujarat,17110619,12965663,4144956,2021-05-31 18:03:42
3119,12,Haryana,5889201,4893257,995944,2021-05-31 18:03:42
3120,13,Himachal Pradesh,2456257,2022636,433621,2021-05-31 18:03:42
3121,14,Jammu and Kashmir,3301002,2754861,546141,2021-05-31 18:03:42
3122,15,Jharkhand,4194352,3484293,710059,2021-05-31 18:03:42
3123,16,Karnataka,13683390,10929687,2753703,2021-05-31 18:03:42
3124,17,Kerala,9413723,7345141,2068582,2021-05-31 18:03:42
3125,18,Ladakh,159496,122206,37290,2021-05-31 18:03:42
3126,19,Lakshadweep,33636,26687,6949,2021-05-31 18:03:42
3127,20,Madhya Pradesh,11170319,9378050,1792269,2021-05-31 18:03:42
3128,21,Maharashtra,22586620,18016877,4569743,2021-05-31 18:03:42
3129,22,Manipur,457938,387493,70445,2021-05-31 18:03:42
3130,23,Meghalaya,465690,391350,74340,2021-05-31 18:03:42
3131,24,Mizoram,315245,264128,51117,2021-05-31 18:03:42
3132,25,Nagaland,268922,216978,51944,2021-05-31 18:03:42
3133,26,Odisha,7857798,6380707,1477091,2021-05-31 18:03:42
3134,27,Puducherry,269328,218077,51251,2021-05-31 18:03:42
3135,28,Punjab,4639262,3868801,770461,2021-05-31 18:03:42
3136,29,Rajasthan,17016331,13900165,3116166,2021-05-31 18:03:42
3137,30,Sikkim,238983,179322,59661,2021-05-31 18:03:42
3138,31,Tamil Nadu,9095854,7063107,2032747,2021-05-31 18:03:42
3139,32,Telangana,6064809,4802730,1262079,2021-05-31 18:03:42
3140,33,Tripura,1610784,1103113,507671,2021-05-31 18:03:42
3141,34,Uttar Pradesh,18335009,14854570,3480439,2021-05-31 18:03:42
3142,35,Uttarakhand,2919103,2235181,683922,2021-05-31 18:03:42
3143,36,West Bengal,14718135,10838457,3879678,2021-05-31 18:03:42
3144,37,Daman and Diu,105141,91108,14033,2021-05-31 18:03:42
3145,1,Andaman and Nicobar Islands,125007,109821,15186,2021-06-01 18:09:03
3146,2,Andhra Pradesh,10083415,7553586,2529829,2021-06-01 18:09:03
3147,3,Arunachal Pradesh,336634,258237,78397,2021-06-01 18:09:03
3148,4,Assam,4174820,3337376,837444,2021-06-01 18:09:03
3149,5,Bihar,10366689,8563603,1803086,2021-06-01 18:09:03
3150,6,Chandigarh,355311,280378,74933,2021-06-01 18:09:03
3151,7,Chhattisgarh,6252505,5139437,1113068,2021-06-01 18:09:03
3152,8,Dadra and Nagar Haveli,93221,81277,11944,2021-06-01 18:09:03
3153,9,Delhi,5469628,4228359,1241269,2021-06-01 18:09:03
3154,10,Goa,533504,438285,95219,2021-06-01 18:09:03
3155,11,Gujarat,17309564,13131370,4178194,2021-06-01 18:09:03
3156,12,Haryana,5956635,4955133,1001502,2021-06-01 18:09:03
3157,13,Himachal Pradesh,2471148,2037384,433764,2021-06-01 18:09:03
3158,14,Jammu and Kashmir,3334213,2784248,549965,2021-06-01 18:09:03
3159,15,Jharkhand,4227513,3512443,715070,2021-06-01 18:09:03
3160,16,Karnataka,13906541,11133566,2772975,2021-06-01 18:09:03
3161,17,Kerala,9583560,7494522,2089038,2021-06-01 18:09:03
3162,18,Ladakh,164155,126864,37291,2021-06-01 18:09:03
3163,19,Lakshadweep,34439,27489,6950,2021-06-01 18:09:03
3164,20,Madhya Pradesh,11188263,9394692,1793571,2021-06-01 18:09:03
3165,21,Maharashtra,22850264,18233839,4616425,2021-06-01 18:09:03
3166,22,Manipur,462332,391812,70520,2021-06-01 18:09:03
3167,23,Meghalaya,467917,393547,74370,2021-06-01 18:09:03
3168,24,Mizoram,316266,265122,51144,2021-06-01 18:09:03
3169,25,Nagaland,274959,223006,51953,2021-06-01 18:09:03
3170,26,Odisha,7962783,6479679,1483104,2021-06-01 18:09:03
3171,27,Puducherry,272660,221333,51327,2021-06-01 18:09:03
3172,28,Punjab,4675210,3899387,775823,2021-06-01 18:09:03
3173,29,Rajasthan,17124031,13990636,3133395,2021-06-01 18:09:03
3174,30,Sikkim,239043,179370,59673,2021-06-01 18:09:03
3175,31,Tamil Nadu,9240004,7190142,2049862,2021-06-01 18:09:03
3176,32,Telangana,6151360,4878994,1272366,2021-06-01 18:09:03
3177,33,Tripura,1615053,1107337,507716,2021-06-01 18:09:03
3178,34,Uttar Pradesh,18685319,15179836,3505483,2021-06-01 18:09:03
3179,35,Uttarakhand,2932620,2248175,684445,2021-06-01 18:09:03
3180,36,West Bengal,14969157,11075394,3893763,2021-06-01 18:09:03
3181,37,Daman and Diu,108779,94733,14046,2021-06-01 18:09:03
3182,1,Andaman and Nicobar Islands,125514,110323,15191,2021-06-02 18:17:18
3183,2,Andhra Pradesh,10243842,7696078,2547764,2021-06-02 18:17:18
3184,3,Arunachal Pradesh,343311,264847,78464,2021-06-02 18:17:18
3185,4,Assam,4200000,3359700,840300,2021-06-02 18:17:18
3186,5,Bihar,10424975,8612656,1812319,2021-06-02 18:17:18
3187,6,Chandigarh,360794,285834,74960,2021-06-02 18:17:18
3188,7,Chhattisgarh,6260124,5143077,1117047,2021-06-02 18:17:18
3189,8,Dadra and Nagar Haveli,95271,83324,11947,2021-06-02 18:17:18
3190,9,Delhi,5506534,4257176,1249358,2021-06-02 18:17:18
3191,10,Goa,537792,442390,95402,2021-06-02 18:17:18
3192,11,Gujarat,17486132,13283712,4202420,2021-06-02 18:17:18
3193,12,Haryana,6029937,5025000,1004937,2021-06-02 18:17:18
3194,13,Himachal Pradesh,2482794,2048963,433831,2021-06-02 18:17:18
3195,14,Jammu and Kashmir,3367582,2813904,553678,2021-06-02 18:17:18
3196,15,Jharkhand,4266420,3545235,721185,2021-06-02 18:17:18
3197,16,Karnataka,14154710,11363561,2791149,2021-06-02 18:17:18
3198,17,Kerala,9689249,7585560,2103689,2021-06-02 18:17:18
3199,18,Ladakh,167934,130639,37295,2021-06-02 18:17:18
3200,19,Lakshadweep,35167,28215,6952,2021-06-02 18:17:18
3201,20,Madhya Pradesh,11481427,9680087,1801340,2021-06-02 18:17:18
3202,21,Maharashtra,23077246,18425383,4651863,2021-06-02 18:17:18
3203,22,Manipur,469900,399272,70628,2021-06-02 18:17:18
3204,23,Meghalaya,469583,395183,74400,2021-06-02 18:17:18
3205,24,Mizoram,316742,265590,51152,2021-06-02 18:17:18
3206,25,Nagaland,277162,225169,51993,2021-06-02 18:17:18
3207,26,Odisha,8035993,6549112,1486881,2021-06-02 18:17:18
3208,27,Puducherry,276052,224650,51402,2021-06-02 18:17:18
3209,28,Punjab,4712161,3932229,779932,2021-06-02 18:17:18
3210,29,Rajasthan,17240714,14090093,3150621,2021-06-02 18:17:18
3211,30,Sikkim,239174,179483,59691,2021-06-02 18:17:18
3212,31,Tamil Nadu,9349171,7286844,2062327,2021-06-02 18:17:18
3213,32,Telangana,6226923,4947737,1279186,2021-06-02 18:17:18
3214,33,Tripura,1618490,1110714,507776,2021-06-02 18:17:18
3215,34,Uttar Pradesh,19045624,15512608,3533016,2021-06-02 18:17:18
3216,35,Uttarakhand,2944942,2259962,684980,2021-06-02 18:17:18
3217,36,West Bengal,15186412,11283299,3903113,2021-06-02 18:17:18
3218,37,Daman and Diu,112399,98341,14058,2021-06-02 18:17:18
3219,1,Andaman and Nicobar Islands,126200,111001,15199,2021-06-03 18:01:37
3220,2,Andhra Pradesh,10341301,7786969,2554332,2021-06-03 18:01:37
3221,3,Arunachal Pradesh,351449,272908,78541,2021-06-03 18:01:37
3222,4,Assam,4235371,3392421,842950,2021-06-03 18:01:37
3223,5,Bihar,10585288,8764409,1820879,2021-06-03 18:01:37
3224,6,Chandigarh,366709,291718,74991,2021-06-03 18:01:37
3225,7,Chhattisgarh,6267748,5146027,1121721,2021-06-03 18:01:37
3226,8,Dadra and Nagar Haveli,97612,85660,11952,2021-06-03 18:01:37
3227,9,Delhi,5559386,4294738,1264648,2021-06-03 18:01:37
3228,10,Goa,543715,448111,95604,2021-06-03 18:01:37
3229,11,Gujarat,17665975,13433285,4232690,2021-06-03 18:01:37
3230,12,Haryana,6104370,5094715,1009655,2021-06-03 18:01:37
3231,13,Himachal Pradesh,2494074,2060164,433910,2021-06-03 18:01:37
3232,14,Jammu and Kashmir,3398622,2841416,557206,2021-06-03 18:01:37
3233,15,Jharkhand,4306358,3580164,726194,2021-06-03 18:01:37
3234,16,Karnataka,14407706,11596660,2811046,2021-06-03 18:01:37
3235,17,Kerala,9850288,7730989,2119299,2021-06-03 18:01:37
3236,18,Ladakh,171395,134095,37300,2021-06-03 18:01:37
3237,19,Lakshadweep,36206,29251,6955,2021-06-03 18:01:37
3238,20,Madhya Pradesh,11853494,10041226,1812268,2021-06-03 18:01:37
3239,21,Maharashtra,23302845,18623132,4679713,2021-06-03 18:01:37
3240,22,Manipur,472549,401838,70711,2021-06-03 18:01:37
3241,23,Meghalaya,471884,397450,74434,2021-06-03 18:01:37
3242,24,Mizoram,318199,267028,51171,2021-06-03 18:01:37
3243,25,Nagaland,279796,227788,52008,2021-06-03 18:01:37
3244,26,Odisha,8110698,6619136,1491562,2021-06-03 18:01:37
3245,27,Puducherry,279327,227847,51480,2021-06-03 18:01:37
3246,28,Punjab,4749239,3965188,784051,2021-06-03 18:01:37
3247,29,Rajasthan,17334159,14169376,3164783,2021-06-03 18:01:37
3248,30,Sikkim,239355,179658,59697,2021-06-03 18:01:37
3249,31,Tamil Nadu,9620641,7545710,2074931,2021-06-03 18:01:37
3250,32,Telangana,6320774,5033655,1287119,2021-06-03 18:01:37
3251,33,Tripura,1624620,1116768,507852,2021-06-03 18:01:37
3252,34,Uttar Pradesh,19436908,15875135,3561773,2021-06-03 18:01:37
3253,35,Uttarakhand,2962710,2277114,685596,2021-06-03 18:01:37
3254,36,West Bengal,15430414,11514760,3915654,2021-06-03 18:01:37
3255,37,Daman and Diu,114186,100124,14062,2021-06-03 18:01:37
3256,1,Andaman and Nicobar Islands,126713,111506,15207,2021-06-04 18:08:05
3257,2,Andhra Pradesh,10708410,8141170,2567240,2021-06-04 18:08:05
3258,3,Arunachal Pradesh,362909,284334,78575,2021-06-04 18:08:05
3259,4,Assam,4274481,3429205,845276,2021-06-04 18:08:05
3260,5,Bihar,10772252,8941673,1830579,2021-06-04 18:08:05
3261,6,Chandigarh,372191,297146,75045,2021-06-04 18:08:05
3262,7,Chhattisgarh,6274404,5148601,1125803,2021-06-04 18:08:05
3263,8,Dadra and Nagar Haveli,100283,88319,11964,2021-06-04 18:08:05
3264,9,Delhi,5599054,4329324,1269730,2021-06-04 18:08:05
3265,10,Goa,551988,456053,95935,2021-06-04 18:08:05
3266,11,Gujarat,17936071,13674583,4261488,2021-06-04 18:08:05
3267,12,Haryana,6166025,5151851,1014174,2021-06-04 18:08:05
3268,13,Himachal Pradesh,2509695,2075616,434079,2021-06-04 18:08:05
3269,14,Jammu and Kashmir,3429944,2868479,561465,2021-06-04 18:08:05
3270,15,Jharkhand,4378641,3646348,732293,2021-06-04 18:08:05
3271,16,Karnataka,14735361,11899361,2836000,2021-06-04 18:08:05
3272,17,Kerala,10026627,7888884,2137743,2021-06-04 18:08:05
3273,18,Ladakh,174899,137598,37301,2021-06-04 18:08:05
3274,19,Lakshadweep,37342,30378,6964,2021-06-04 18:08:05
3275,20,Madhya Pradesh,12217489,10399189,1818300,2021-06-04 18:08:05
3276,21,Maharashtra,23687499,18959397,4728102,2021-06-04 18:08:05
3277,22,Manipur,483199,412409,70790,2021-06-04 18:08:05
3278,23,Meghalaya,474607,400152,74455,2021-06-04 18:08:05
3279,24,Mizoram,322297,271082,51215,2021-06-04 18:08:05
3280,25,Nagaland,281682,229634,52048,2021-06-04 18:08:05
3281,26,Odisha,8201860,6703769,1498091,2021-06-04 18:08:05
3282,27,Puducherry,282192,230627,51565,2021-06-04 18:08:05
3283,28,Punjab,4809245,4020410,788835,2021-06-04 18:08:05
3284,29,Rajasthan,17488910,14298417,3190493,2021-06-04 18:08:05
3285,30,Sikkim,239548,179835,59713,2021-06-04 18:08:05
3286,31,Tamil Nadu,9876220,7790199,2086021,2021-06-04 18:08:05
3287,32,Telangana,6428387,5133125,1295262,2021-06-04 18:08:05
3288,33,Tripura,1631384,1123405,507979,2021-06-04 18:08:05
3289,34,Uttar Pradesh,19850174,16254617,3595557,2021-06-04 18:08:05
3290,35,Uttarakhand,2988289,2301935,686354,2021-06-04 18:08:05
3291,36,West Bengal,15726490,11795260,3931230,2021-06-04 18:08:05
3292,37,Daman and Diu,115519,101446,14073,2021-06-04 18:08:05
3293,1,Andaman and Nicobar Islands,127194,111971,15223,2021-06-05 18:13:07
3294,2,Andhra Pradesh,10803822,8231348,2572474,2021-06-05 18:13:07
3295,3,Arunachal Pradesh,372776,294176,78600,2021-06-05 18:13:07
3296,4,Assam,4315221,3467449,847772,2021-06-05 18:13:07
3297,5,Bihar,10922525,9083469,1839056,2021-06-05 18:13:07
3298,6,Chandigarh,377873,302775,75098,2021-06-05 18:13:07
3299,7,Chhattisgarh,6282084,5151405,1130679,2021-06-05 18:13:07
3300,8,Dadra and Nagar Haveli,103019,91040,11979,2021-06-05 18:13:07
3301,9,Delhi,5656091,4371075,1285016,2021-06-05 18:13:07
3302,10,Goa,563779,467529,96250,2021-06-05 18:13:07
3303,11,Gujarat,18201215,13915183,4286032,2021-06-05 18:13:07
3304,12,Haryana,6224238,5205904,1018334,2021-06-05 18:13:07
3305,13,Himachal Pradesh,2523243,2089053,434190,2021-06-05 18:13:07
3306,14,Jammu and Kashmir,3461430,2896360,565070,2021-06-05 18:13:07
3307,15,Jharkhand,4470721,3732019,738702,2021-06-05 18:13:07
3308,16,Karnataka,15068597,12206183,2862414,2021-06-05 18:13:07
3309,17,Kerala,10214963,8057972,2156991,2021-06-05 18:13:07
3310,18,Ladakh,177678,140366,37312,2021-06-05 18:13:07
3311,19,Lakshadweep,38294,31322,6972,2021-06-05 18:13:07
3312,20,Madhya Pradesh,12629509,10796888,1832621,2021-06-05 18:13:07
3313,21,Maharashtra,24049547,19278027,4771520,2021-06-05 18:13:07
3314,22,Manipur,492404,421488,70916,2021-06-05 18:13:07
3315,23,Meghalaya,476743,402281,74462,2021-06-05 18:13:07
3316,24,Mizoram,323535,272320,51215,2021-06-05 18:13:07
